1k        0.0
1buoh     0.0
1buoh1k   -28.572119199120152
2buoh1k   -48.71784573789091
3buoh1k   -61.399229565730366
4buoh1k   -67.84573731054161
5buoh1k   -72.46903508885634
6buoh1k   -77.20351384871219
7buoh1k   -78.26556895123258
8buoh1k   -79.21750355229642
9buoh1k   -78.64276100455072
10buoh1k  -73.8066142086177
11buoh1k  -73.82599150126089
12buoh1k  -68.05305175170406
13buoh1k  -68.34413784333492
14buoh1k  -62.863005813808286
15buoh1k  -57.928886974536454
16buoh1k  -55.287657822206256
17buoh1k  -53.0700935953505
18buoh1k  -49.92283974880456
19buoh1k  -52.408856034061046
20buoh1k  -41.76877084035414
21buoh1k  -32.209490538851696
22buoh1k  -31.305566192357674
23buoh1k  -20.36667662010632
24buoh1k  -20.70881635586602
25buoh1k  -25.430061077423034
26buoh1k  -13.548743574604032
27buoh1k  -11.880313497983025
28buoh1k  -11.710379410608311
29buoh1k  -2.6743613107396413
30buoh1k  -5.043567912609888
31buoh1k  6.891300696282542
32buoh1k  5.219369153069692
33buoh1k  12.622630721932637
34buoh1k  19.721001133191294
35buoh1k  22.760964516826334
36buoh1k  20.27556945952483
37buoh1k  32.076579128377034
38buoh1k  32.822046417378715
39buoh1k  26.891628514960303
40buoh1k  39.609476542085304
