1br        0.0
1buoh      0.0
1br1buoh   -86.89908152678981
1br2buoh   -104.17644792735155
1br3buoh   -112.0428380854064
1br4buoh   -114.15500690837507
1br5buoh   -117.95919992066774
1br6buoh   -117.45892315392848
1br7buoh   -115.8391182848718
1br8buoh   -116.21887682544184
1br9buoh   -115.05095569179684
1br10buoh  -108.34319334794418
1br11buoh  -102.98663321403728
1br12buoh  -95.55320130087784
1br13buoh  -99.47531467693625
1br14buoh  -97.07965882364078
1br15buoh  -94.19586838665418
1br16buoh  -86.57828316811356
1br17buoh  -79.464338132384
1br18buoh  -74.30819618163514
1br19buoh  -69.62938321288675
1br20buoh  -68.04551544063725
1br21buoh  -59.34980476772762
1br22buoh  -55.963434628007235
1br23buoh  -58.13667204295052
1br24buoh  -56.51655342237791
1br25buoh  -44.58363634790294
1br26buoh  -36.086109947413206
1br27buoh  -37.02140944392886
1br28buoh  -30.687908714346122
1br29buoh  -33.14657841890585
1br30buoh  -36.060219173610676
1br31buoh  -32.696508167195134
1br32buoh  -18.93129488278646
1br33buoh  -11.877590135030914
1br34buoh  -2.123765078431461
1br35buoh  -8.363460384483915
1br36buoh  5.414114709070418
1br37buoh  6.685724438400939
1br38buoh  3.971428836870473
1br39buoh  2.5140844944980927
1br40buoh  3.7803102480829693
