1w       0.0
1br      0.0
1br1w    -69.83455786879904
1br2w    -92.61722771440873
1br3w    -103.8460362226997
1br4w    -111.35820093725852
1br5w    -115.66434614930768
1br6w    -118.24040284005969
1br7w    -120.61070129710788
1br8w    -121.68370632698861
1br9w    -124.11087538092761
1br10w   -126.18100150288956
1br11w   -125.67187066881888
1br12w   -126.89194985182985
1br13w   -127.56625830059784
1br14w   -127.5333332181981
1br15w   -129.04414709117555
1br16w   -130.60742648997984
1br17w   -131.93096836764016
1br18w   -130.67308212887292
1br19w   -132.0841167498147
1br20w   -130.16865756729385
1br21w   -130.02569355881133
1br22w   -132.41765969444532
1br23w   -132.5973451785103
1br24w   -132.96201227192068
1br25w   -132.19141976282117
1br26w   -135.30923744365282
1br27w   -134.28860381414415
1br28w   -134.11718881964043
1br29w   -135.6366308588913
1br30w   -133.4202526126901
1br31w   -134.9034249785327
1br32w   -136.16059586386837
1br33w   -138.22258954696008
1br34w   -136.86781684499874
1br35w   -142.27619617665187
1br36w   -139.34234982536873
1br37w   -139.207643756381
1br38w   -139.7359699071967
1br39w   -142.58781416647253
1br40w   -141.30213581980206
1br50w   -152.95190471565002
1br60w   -159.90674636574113
1br70w   -170.93976138794096
1br80w   -184.12815508968197
1br90w   -191.08993064792594
1br100w  -207.9999818924116
1br110w  -217.52557783288648
1br120w  -224.6164809585316
1br130w  -244.70931526942877
1br140w  -258.99262013070984
1br150w  -274.7897634295514
