1w       0.0
1cl      0.0
1cl1w    -4.44890214454972
1cl2w    -7.416508157240969
1cl3w    -9.866819521819707
1cl4w    -11.126795345577193
1cl5w    -11.982063109491719
1cl6w    -13.286089643846935
1cl7w    -13.587460509661469
1cl8w    -14.597150486835744
1cl9w    -14.92196486472676
1cl10w   -15.590437535589444
1cl11w   -15.49097831009567
1cl12w   -16.205434400806553
1cl13w   -15.628953669729526
1cl14w   -15.877350732283958
1cl15w   -16.42297086581675
1cl16w   -17.27464303753368
1cl17w   -17.702543608254928
1cl18w   -18.250723954028217
1cl19w   -19.093259682063945
1cl20w   -18.837439259019447
1cl21w   -18.237791117207962
1cl22w   -18.671508640734828
1cl23w   -18.763462930364767
1cl24w   -19.970810077516944
1cl25w   -19.793314578928403
1cl26w   -21.007112456922187
1cl27w   -20.899953769607237
1cl28w   -21.227008333225967
1cl29w   -22.50012406980386
1cl30w   -21.84589571702236
1cl31w   -23.367421066213865
1cl32w   -23.026046884144307
1cl33w   -25.343428013220546
1cl34w   -24.22225585304841
1cl35w   -26.35316191559832
1cl36w   -25.64536990673514
1cl37w   -25.55140133248642
1cl38w   -27.61409154391731
1cl39w   -29.69294623262249
1cl40w   -30.002054210403003
1cl50w   -35.8884527774062
1cl60w   -48.15663215480163
1cl70w   -52.50498949363828
1cl80w   -67.46985046344344
1cl90w   -79.125423762016
1cl100w  -88.04530988173792
1cl110w  -104.2661181060248
1cl120w  -118.791952876898
1cl130w  -132.43211108853575
1cl140w  -147.98627267562551
1cl150w  -158.89856239571236
