1k      0.0
1w      0.0
1k1w    -13.646521092020066
1k2w    -24.790058217640762
1k3w    -32.45208319865924
1k4w    -38.687680910137715
1k5w    -43.29795800119973
1k6w    -47.86602924047838
1k7w    -51.77296959398882
1k8w    -55.19668871229078
1k9w    -58.193542639808584
1k10w   -62.10149954818189
1k11w   -63.83386590536975
1k12w   -65.76830705365137
1k13w   -67.07709633577906
1k14w   -68.45706328319648
1k15w   -70.50877846714866
1k16w   -71.76513987362705
1k17w   -73.47634682965872
1k18w   -73.27006149343651
1k19w   -75.71661411505193
1k20w   -76.62017450983694
1k21w   -76.24904413551849
1k22w   -76.87480895219778
1k23w   -78.64062749432924
1k24w   -81.1650281381153
1k25w   -82.27302901030635
1k26w   -82.23350259634026
1k27w   -84.09831601174665
1k28w   -83.52126425293682
1k29w   -86.13570530219295
1k30w   -86.93358791676292
1k31w   -89.1126611095824
1k32w   -88.22707240071031
1k33w   -91.78687181959685
1k34w   -91.31717954906344
1k35w   -93.8357004897407
1k36w   -95.23800026894605
1k37w   -93.8076762057899
1k38w   -94.68522660122835
1k39w   -96.71039840826415
1k40w   -97.693921510363
1k50w   -109.30312233723816
1k60w   -120.9536003114772
1k70w   -131.22406113805482
1k80w   -143.11817970208358
1k90w   -157.4032603968517
1k100w  -166.5676530605997
1k110w  -187.29668756306637
1k120w  -196.33637655549683
1k130w  -219.61552677466534
1k140w  -226.32315106783062
1k150w  -245.50634447997436
